Sample_idx,sample_time,realX,realY,linEstX,linEstY,hypEstX,hypEstY,filtEstX,filtEstY
24,7.4505,6.5532,2.8956,6.7886,3.5497,7.1337,3.7605,6.7539,3.5718
25,7.7926,6.858,3.2004,1.3762,-0.2359,6.7337,3.2128,6.6833,3.5463
26,8.0766,7.1628,3.5052,11.7484,6.7179,7.6081,4.0455,7.388,3.6409
27,8.3547,7.1628,3.5052,8.2835,4.0837,6.6081,2.8578,6.7886,3.1057
28,8.6978,7.4676,3.81,11.5917,7.0111,7.1699,4.5973,7.2633,3.6068
29,9.0571,7.7724,4.1148,10.1937,5.7611,7.8201,4.4185,7.738,3.9519
30,9.3537,7.7724,4.4196,5.8941,1.7047,8.3575,3.4574,8.0933,3.8614
31,9.6602,8.0772,4.7244,-12.2644,-5.181,8.0728,4.6199,8.1547,4.3746
32,10.0201,8.0772,4.7244,10.7869,5.8609,8.4516,4.5007,8.3766,4.3781
33,10.4421,8.382,5.334,8.7664,4.5141,8.088,4.0985,8.1573,4.193
34,10.7506,8.382,5.334,7.3469,3.9715,8.4305,4.56,8.3766,4.4187
35,11.1084,8.6868,5.9436,7.3377,4.9813,8.6205,5.4832,8.6566,4.9686
36,11.4671,8.6868,6.2484,12.5141,7.3569,9.2211,6.6692,9.227,5.7689
37,11.778,8.6868,6.5532,28.126,11.6194,9.0039,5.803,9.0532,5.9456
38,12.0937,8.6868,6.858,12.427,7.3554,8.5282,6.2184,8.7703,5.9057
39,12.3703,8.6868,6.858,13.758,7.8133,8.6478,6.8163,8.8319,6.1783
40,12.6823,8.6868,7.1628,13.0923,7.62,8.7256,7.3117,8.8991,6.6833
41,12.9655,8.6868,7.4676,-0.0,7.62,8.7833,7.62,8.9251,7.1377
42,13.2616,8.6868,7.7724,8.797,6.7059,8.7804,6.7029,8.788,6.9055
43,13.54,8.6868,7.7724,19.3121,7.9538,9.0951,7.0124,8.9682,7.1006
44,13.8763,8.6868,8.0772,15.24,7.5057,8.8715,7.6174,8.9412,7.4172
45,14.1578,8.6868,8.382,9.5955,8.8514,8.6292,9.1383,8.9201,8.2764
46,14.4383,8.6868,8.6868,18.1588,7.071,8.7291,9.2694,9.0393,8.4013
47,14.7145,8.6868,8.6868,5.8536,9.9495,8.1025,9.2867,8.56,8.7305
48,15.0266,8.6868,8.9916,11.8801,8.2064,8.7993,9.3954,8.7107,9.2645
49,15.3051,8.6868,9.2964,1.2606,9.1507,7.5924,8.5322,7.9837,8.6724
50,15.665,8.382,9.6012,11.5368,8.55,8.6061,10.088,8.4137,9.7033
51,15.9958,8.382,9.906,3.7381,11.5893,7.5728,10.047,7.9728,9.71
52,16.2909,8.0772,10.2108,-38.5812,35.0743,7.7439,10.9267,8.085,10.0073
53,16.5739,8.0772,10.5156,-2.5377,17.9141,8.1904,11.2584,8.3691,10.4117
54,16.8577,7.7724,10.8204,10.3642,9.0514,7.7334,10.5495,7.8756,10.7114
55,17.247,7.4676,11.1252,1.5771,14.1152,6.6711,11.2924,7.3129,10.6993
56,17.6088,7.4676,11.1252,8.4294,9.3521,7.0617,9.8949,7.059,10.3151
57,17.9518,7.1628,11.43,7.9181,12.3549,7.5692,12.6565,7.5584,11.5723
58,18.2638,6.858,11.43,-13.3003,26.1855,5.9757,12.8022,7.037,11.5147
59,18.6228,6.5532,11.7348,8.5723,10.602,6.7492,11.9762,6.739,12.0844
60,18.8994,6.5532,11.7348,5.2717,12.0367,6.288,11.4396,6.4696,11.6152
61,19.2103,6.5532,12.0396,-5.2062,18.3106,5.9587,11.8386,6.4125,11.269
62,19.5039,6.5532,12.3444,4.4347,14.1693,6.3849,12.6893,6.6158,11.811
63,19.8463,6.2484,12.6492,5.9898,12.7654,5.6547,13.0349,6.1212,12.4649
64,20.1743,5.9436,12.954,6.5584,12.1024,6.0696,12.4699,6.0475,12.5458
65,20.4535,5.6388,12.954,2.5849,15.913,5.0713,13.8638,5.801,12.7864
66,20.7326,5.334,12.954,5.4106,14.0276,5.2582,14.1667,5.5723,13.5
67,21.1098,5.0292,13.2588,4.5526,14.3173,4.8424,14.0661,5.2433,13.6649
68,21.428,4.7244,13.2588,7.8393,10.7458,6.0726,12.0503,5.3977,13.2733
69,21.7535,4.1148,13.5636,7.7935,11.2215,5.9258,12.9157,5.0731,14.2274
70,22.0958,3.81,13.5636,7.5332,8.505,4.3728,10.221,3.8397,12.9332
71,22.4097,3.5052,13.5636,3.4762,14.5482,3.66,14.3952,3.8789,13.6496
72,22.7202,3.2004,13.5636,-2.2664,19.398,0.8199,16.8824,3.4119,13.7683
73,23.033,3.2004,13.5636,0.2376,17.5884,1.5754,16.4752,3.2081,14.1642
74,23.3262,2.8956,13.8684,3.1008,12.7519,2.582,13.109,2.44,14.1157
75,23.6135,2.5908,13.8684,3.3837,12.1269,2.9534,12.3995,2.5856,13.258
76,23.8903,2.5908,13.8684,1.2268,15.2043,2.372,14.3536,2.8422,13.3772
77,24.2026,2.286,13.8684,4.7635,12.4051,3.842,13.1191,2.8833,14.0851
78,24.5094,1.9812,13.8684,2.1296,14.1983,2.0126,14.2811,2.295,14.34
79,24.8059,1.6764,13.8684,2.4031,12.8906,2.0258,13.137,1.8008,14.0881
80,25.0843,1.6764,13.8684,3.4555,11.5134,2.5294,12.0881,1.7267,13.5173
81,25.3936,1.3716,13.8684,6.3544,8.0987,3.7933,9.5251,1.3485,13.3063
82,25.6855,1.0668,13.8684,2.4675,12.2793,2.0907,12.5022,0.9772,14.0395
83,25.9723,0.762,13.8684,-0.3354,14.1152,0.1695,13.8154,0.8827,13.4019
84,26.2522,0.762,13.8684,0.7805,12.5564,0.5002,12.7089,0.488,13.2389
85,26.533,0.4572,13.8684,2.0806,11.7278,1.4598,12.0764,0.3895,13.4308
86,26.8161,0.1524,13.8684,0.6494,14.5371,0.6598,14.531,0.627,14.0776
87,27.0955,0.1524,13.8684,-0.135,14.7122,-0.0994,14.6938,0.4249,14.2335
88,27.4336,-0.1524,13.5636,-3.2273,17.7237,-2.7571,17.4807,0.3958,14.066
89,27.7725,0.1524,13.5636,3.89,10.3263,2.446,11.141,0.5768,13.4356
90,28.1057,0.762,13.5636,-1.1712,14.9655,-0.8337,14.7778,0.4139,13.5297
91,28.4167,1.0668,13.5636,1.2656,13.7821,1.5312,13.6081,1.0868,13.3988
92,28.7531,1.6764,13.5636,3.0437,12.7698,2.6162,13.0628,1.7286,13.5214
93,29.0728,1.9812,13.5636,2.7826,11.6194,2.0112,12.0748,1.4945,13.1459
94,29.3523,2.286,13.5636,-1.4701,16.6145,0.2332,15.4367,1.7132,13.2961
95,29.6645,2.8956,13.5636,6.413,11.518,4.9386,12.6831,3.1304,13.7446
96,29.9766,3.2004,13.5636,1.5737,17.1486,2.5919,16.2427,3.4365,14.3125
97,30.2866,3.81,13.5636,-1.477,20.1443,2.1654,16.8633,3.7336,14.3085
98,30.6068,4.1148,13.2588,5.2205,11.8299,4.8443,12.0739,4.2367,13.2335
99,30.9192,4.7244,13.2588,7.4457,9.8714,5.1511,11.345,4.2771,12.8727
100,31.2353,5.0292,12.954,7.1215,11.8748,5.7714,13.0216,4.9053,13.4821
101,31.5654,5.6388,12.954,7.3221,12.3912,6.4987,13.1112,5.7153,13.5927
102,31.8803,5.9436,12.954,3.3855,15.5738,5.235,13.9914,5.652,13.4497
103,32.2455,6.5532,12.954,-7.7739,25.6726,5.1158,14.5723,5.934,13.1482
104,32.5242,6.858,12.954,6.0719,14.4871,6.1823,14.3773,6.1911,13.7343
105,32.8375,7.4676,12.954,7.9505,12.2041,6.9084,13.1564,6.4525,13.7203
106,33.149,7.7724,12.954,6.2975,12.9589,7.0858,12.355,6.7796,13.0152
107,33.4934,8.382,12.954,9.7744,12.2,8.8737,13.1852,7.9911,13.4149
108,33.8258,8.9916,12.954,8.8083,13.3358,8.9904,13.1391,8.5856,13.3658
109,34.1899,9.6012,12.954,8.1139,15.9194,9.535,14.035,9.2773,13.6309
110,34.5001,9.906,12.954,-1.985,23.6034,9.1399,12.7236,9.2614,12.961
111,34.7829,10.2108,12.954,11.6251,11.5099,10.553,12.9397,10.0013,13.1808
112,35.099,10.8204,12.954,13.1368,9.9035,11.044,13.1912,10.464,13.6599
113,35.4111,11.1252,12.954,9.0515,16.4607,10.8889,13.5965,10.7686,13.588
114,35.7772,11.7348,12.954,18.6912,2.1315,11.436,12.6568,11.3037,12.9948
115,36.1426,12.3444,12.954,12.4442,14.0476,12.6411,13.5584,12.1924,13.3326
116,36.5078,12.954,12.954,15.9977,5.2787,13.4225,12.7521,12.9678,13.1618
117,36.8884,13.8684,12.954,15.5057,5.4775,14.1482,13.3595,13.8171,13.2629
118,37.1995,14.1732,12.954,15.4811,5.7256,13.8639,13.6118,13.9958,13.3107
119,37.5115,14.7828,12.954,15.1765,7.3724,14.8091,12.8808,14.5754,13.1664
120,37.8278,15.0876,12.954,15.24,7.0336,14.9812,12.3838,14.8063,12.88
121,38.1079,15.0876,12.6492,15.2757,7.2411,15.5853,13.497,15.2954,13.21
122,38.3883,15.0876,12.3444,15.24,8.2515,15.1894,12.744,15.1817,13.0331
123,38.7238,15.0876,12.0396,15.1477,5.4549,15.5532,13.1568,15.4111,13.1166
124,39.0923,15.0876,11.43,15.182,6.6096,15.6727,12.276,15.491,12.828
125,39.4077,15.0876,11.1252,15.2087,7.9087,14.7546,10.9276,14.8129,12.06
126,39.722,15.0876,10.8204,15.5339,0.699,15.0639,11.4012,14.9273,11.8116
127,40.0622,15.0876,10.5156,14.3916,10.597,14.3159,10.8744,14.4538,11.3792
128,40.3464,15.0876,10.2108,15.24,7.8515,15.0315,10.8765,14.7605,11.2569
129,40.6461,15.0876,9.906,14.7223,-0.9109,15.4129,10.3588,15.1166,10.9481
130,40.9258,15.0876,9.6012,14.0973,-1.7444,15.5858,10.3665,15.3768,10.7525
131,41.2168,15.0876,9.2964,15.2132,7.62,14.2644,8.8576,14.5704,9.8562
132,41.5915,15.3924,8.9916,15.2775,7.6958,15.8477,8.8448,15.3595,9.551
133,41.8691,15.3924,8.9916,15.2266,7.6095,15.3277,8.1463,15.2613,8.9818
134,42.1816,15.6972,8.9916,15.5079,6.4412,14.6015,10.1026,14.9296,9.3873
135,42.4935,16.002,8.9916,15.2474,7.62,15.6267,8.0551,15.2988,8.8989
136,42.7709,16.3068,8.9916,15.2567,7.6538,15.8328,8.8104,15.6795,8.9293
137,43.0495,16.3068,8.9916,15.24,7.62,15.5761,8.2985,15.5565,8.6625
138,43.4006,16.6116,8.6868,15.106,7.6801,17.4683,8.5074,16.8134,8.7289
139,43.6788,16.6116,8.6868,15.2509,7.5418,16.0645,7.5171,16.2349,8.2674
140,44.043,16.9164,8.382,14.8047,7.2727,17.2304,9.6469,16.9897,8.8658
141,44.3857,17.2212,8.0772,-0.8028,5.1656,17.4234,7.9714,17.2109,8.5367
142,44.7316,17.2212,8.0772,15.24,7.6591,17.4663,7.7704,17.327,8.2221
143,45.0108,17.2212,7.7724,15.24,7.8155,17.6392,8.3362,17.5863,8.1753
144,45.2888,17.2212,7.4676,3.8355,11.3903,17.2399,6.9185,17.2564,7.649
145,45.6002,17.2212,7.4676,15.3405,7.5674,16.494,6.8527,16.6969,7.2295
146,46.0159,16.9164,7.1628,15.0614,7.62,17.0264,7.1224,16.903,7.2379
147,46.2931,16.9164,6.858,15.3686,7.4949,17.1326,7.8885,17.1141,7.6517
148,46.5709,16.9164,6.5532,15.3463,7.7355,17.4325,7.2961,17.3584,7.4245
149,46.8935,16.6116,6.5532,15.2768,7.6568,16.5763,7.111,16.8511,7.1618
150,47.1709,16.6116,6.5532,8.2531,12.2547,16.736,6.5764,16.7259,6.9212
151,47.5025,16.6116,6.2484,15.9365,6.778,17.0373,5.5628,16.8405,6.3806
152,47.8133,16.3068,6.2484,15.3182,7.4621,16.1548,6.1621,16.3825,6.2061
153,48.0919,16.3068,5.9436,15.2668,7.4095,15.6154,5.6945,15.8329,5.9234
154,48.4019,16.002,5.9436,15.1858,7.8149,15.8668,5.0336,15.7593,5.6084
155,48.7157,15.6972,5.9436,15.24,7.5599,15.347,6.1522,15.5324,5.7904
156,49.0296,15.6972,5.9436,15.4007,8.041,14.6863,6.1648,15.0013,5.8705
157,49.3419,15.3924,5.9436,15.24,7.4847,14.8118,5.0147,14.7889,5.5098
158,49.6535,15.0876,5.9436,11.4766,-3.7869,14.9081,6.6112,14.9645,5.9705
159,49.9661,14.7828,5.9436,15.2565,7.6153,15.0705,6.2234,15.0489,6.1044
160,50.2974,14.478,5.9436,15.378,7.8381,13.9224,5.3048,14.2854,5.7181
161,50.5781,14.1732,5.9436,15.3546,7.62,13.856,7.1308,14.1347,6.3026
162,50.8653,13.8684,6.2484,15.2053,7.5859,13.9058,7.9104,14.1268,6.9872
163,51.1428,13.5636,6.2484,14.7191,5.8338,14.2051,4.1408,13.9419,5.8158
164,51.4537,13.5636,6.5532,14.5033,6.9945,12.9813,5.4942,13.2633,5.5754
165,51.7318,13.5636,6.858,8.2531,12.2547,13.7173,8.6094,13.8473,6.8901
166,52.0731,13.2588,7.1628,-0.7738,2.2979,13.2429,6.9676,13.4526,6.8742
167,52.4393,13.2588,7.4676,13.4719,9.0032,13.3144,9.1342,13.5685,7.8345
168,52.7716,13.2588,7.4676,15.2132,7.4396,13.2551,8.0625,13.3648,8.0349
169,53.0847,13.2588,7.7724,1.5099,9.715,13.0551,7.9455,13.1537,7.9653
170,53.4079,13.5636,8.382,15.265,7.6886,13.4896,7.5635,13.3602,7.7719
171,53.7562,13.5636,8.382,15.2272,7.7076,13.6032,7.1282,13.4881,7.4626
172,54.1228,13.8684,8.6868,15.2204,7.721,14.8031,9.6986,14.5283,8.5344
173,54.4007,13.8684,8.6868,15.3193,7.8764,12.2252,8.5444,13.1575,8.241
174,54.8498,14.478,8.9916,15.3126,7.6674,13.4497,8.242,13.3948,8.185
175,55.1284,14.478,8.9916,15.0971,7.9086,14.3456,9.7958,14.1387,8.9753
176,55.4059,14.7828,8.9916,15.7137,6.4812,14.3834,9.6306,14.3567,9.2602
177,55.6861,15.0876,8.9916,15.2598,7.5097,15.7829,10.683,15.3673,9.9835
178,55.976,15.3924,9.2964,15.24,7.6651,16.2279,7.9875,15.7769,9.2531
179,56.2691,15.6972,9.6012,12.5869,-3.115,15.5792,8.9826,15.6238,9.1278
180,56.6152,15.6972,9.6012,15.2522,7.6446,16.3154,9.7656,16.1181,9.4557
181,57.0382,16.3068,9.906,15.5774,8.5321,16.2644,10.3816,16.2952,9.8439
182,57.3703,16.3068,9.906,14.9453,7.199,16.6111,9.7201,16.4821,9.8031
183,57.6998,16.9164,9.906,14.8944,7.5231,17.9673,10.2047,17.4722,10.0021
184,57.9802,17.2212,9.906,16.2818,9.3521,17.198,10.8736,17.3674,10.346
185,58.2964,17.526,9.906,15.8026,8.3116,17.0569,9.8901,17.1489,10.1852
186,58.5776,17.8308,9.906,16.9858,9.0634,18.515,10.3577,18.0744,10.4072
187,58.9109,18.1356,9.906,16.5402,8.4211,18.2589,9.5301,18.1487,10.1282
188,59.2258,18.4404,9.906,17.7404,9.1085,18.9064,9.806,18.631,10.0824
189,59.5402,18.4404,9.906,16.5979,8.4219,18.4898,9.6218,18.5239,9.9691
190,59.8208,18.7452,9.906,16.5634,9.1861,17.7699,10.6217,18.0899,10.219
191,60.1018,19.05,9.906,19.3969,10.5068,18.6252,9.9786,18.4226,10.1544
192,60.414,19.3548,9.906,18.2539,8.2455,19.6029,8.5283,19.091,9.6013
193,60.729,19.6596,9.906,24.5917,16.1099,20.0537,12.0397,19.8303,10.5326
194,61.0743,19.9644,9.906,6.8815,1.6059,19.6787,11.1262,19.7404,10.5912
195,61.3547,20.2692,9.906,26.09,17.9041,20.2739,12.4547,20.1533,11.2193
196,61.6829,20.574,9.906,16.9981,7.8297,20.3062,8.644,20.1097,10.3885
197,62.0158,20.8788,9.906,16.6637,7.809,19.7261,8.5827,19.7506,9.7924
198,62.2955,21.1836,9.906,16.3005,7.1097,20.9389,7.5418,20.4522,9.39
199,62.6344,21.4884,9.906,19.1497,9.2602,21.447,10.3701,21.197,10.051
200,62.9457,21.7932,9.906,21.683,8.5341,21.6993,8.5365,21.4271,9.4544
201,63.2913,22.4028,9.906,19.0476,8.2463,22.0325,8.9046,21.8009,9.4146
202,63.6545,22.7076,9.906,19.0978,8.5672,22.1695,9.6319,22.1115,9.8251
203,64.0002,23.3172,9.906,23.2268,10.0144,23.6747,10.1586,23.1262,10.0944
204,64.3152,23.622,9.906,2.483,4.0516,23.1524,10.5374,23.1411,9.8343
205,64.6314,24.2316,9.906,23.6789,10.597,23.7906,10.6388,23.5978,10.2269
206,64.9466,24.2316,9.906,20.9409,8.3766,24.5183,9.3064,24.2554,10.3342
207,65.2623,24.5364,9.6012,37.3418,16.7674,24.6058,11.5998,24.4393,10.4841
208,65.5975,24.5364,9.2964,21.8786,8.0278,25.042,8.3322,24.686,9.6653
209,65.9125,24.2316,9.2964,21.5249,8.4367,23.5453,8.7491,23.911,9.2856
210,66.2457,23.9268,8.9916,18.1869,7.3494,23.6078,7.8662,23.6643,9.0832
211,66.6141,23.622,8.6868,25.0844,9.8067,23.9941,9.5564,23.8953,9.2655
212,66.9869,23.3172,8.6868,-0.9499,5.1714,22.8651,9.1809,23.23,8.9945
213,67.333,23.0124,8.6868,20.976,8.8108,22.7197,9.2178,22.9206,9.1403
214,67.6772,23.0124,8.382,15.8818,7.2844,23.0993,7.1743,22.8994,8.5745
215,68.0829,22.7076,8.382,-0.8196,5.6794,22.4714,8.7809,22.6413,8.519
216,68.522,22.4028,8.0772,16.135,7.4496,22.4313,7.4481,22.426,8.1945
217,68.8162,22.7076,8.0772,17.7942,7.62,22.2234,7.9832,22.2752,8.2609
218,69.0962,22.7076,7.7724,14.3023,7.7944,22.7471,8.1796,22.6015,8.0771
219,69.412,22.7076,7.4676,24.0807,8.1553,22.8608,8.0812,22.7696,8.085
220,69.7264,22.7076,7.1628,11.807,7.9121,22.332,4.9926,22.1815,7.3099
221,70.0432,22.7076,6.858,7.5513,8.1192,22.2778,6.9191,22.2004,7.2568
222,70.4236,23.0124,6.5532,16.1274,8.1725,23.7739,8.26,23.3626,7.3836
223,70.7519,23.3172,6.2484,22.2995,6.2777,23.2293,6.0921,23.2162,6.7747
224,71.1018,23.3172,6.2484,0.3411,8.1028,23.479,7.2241,23.3981,7.037
225,71.3893,23.622,6.2484,29.8517,4.0341,24.4453,5.3235,23.9166,6.4758
226,71.6686,23.622,6.2484,-0.4991,10.9398,23.0702,5.3776,23.2019,6.3231
227,72.0166,23.9268,5.9436,4.9705,9.9294,23.4225,4.6783,23.09,6.165
228,72.2984,23.9268,5.9436,21.0364,6.4604,23.9282,5.7122,23.7234,5.7799
229,72.6154,24.2316,5.9436,20.0278,7.2759,24.1424,6.6431,24.1434,5.918
230,72.9022,24.5364,5.9436,-77.5875,43.6745,24.8658,3.0385,24.1112,5.4358
231,73.1814,24.5364,5.9436,17.771,8.3997,24.7725,7.9533,24.9383,5.9273
232,73.4976,24.5364,5.6388,5.0009,9.85,24.079,4.2736,24.075,5.8954
233,73.7816,24.5364,5.334,23.5744,5.734,24.9841,5.3712,24.6849,5.5982
234,74.0986,24.8412,5.334,4.4009,10.4952,24.5867,2.995,24.1504,5.1624
235,74.4187,25.146,5.334,25.3819,5.4841,25.1098,5.5446,24.767,5.393
236,74.7366,25.4508,5.334,22.7968,6.75,26.1032,6.1207,25.7748,5.4935
237,75.0573,25.7556,5.334,24.8951,4.5636,25.825,4.2367,25.8442,4.7898
238,75.3847,26.0604,5.334,-91.7088,40.908,26.283,3.3378,25.6317,5.0263
239,75.7329,26.3652,5.334,31.2848,2.0936,27.3941,3.4264,26.3875,4.6896
240,76.013,26.3652,5.334,35.8944,3.3575,26.4597,5.253,26.3126,5.2481
241,76.3322,26.67,5.334,67.5341,-14.9328,26.8051,2.0366,25.873,4.7862
242,76.6686,26.9748,5.334,95.5878,-32.7947,26.4111,1.172,25.3188,4.3256
243,77.0071,27.2796,5.334,24.2644,6.6674,26.9868,6.233,26.4782,5.1074
244,77.3456,27.5844,5.334,36.844,1.9694,29.7285,3.8194,27.8178,5.1027
245,77.6926,28.194,5.334,21.096,8.0003,27.4185,7.384,27.9771,5.5875
246,78.0455,28.4988,5.334,25.4559,6.6096,28.2797,6.1475,28.3207,5.6038
247,78.3832,28.8036,5.334,30.2405,3.8053,29.0121,4.1471,28.5412,5.0579
248,78.6999,29.1084,5.334,28.4825,5.2764,28.9785,5.1685,28.8187,5.067
249,79.0258,29.1084,5.6388,24.4322,7.1443,28.4152,6.638,28.8321,5.4945
250,79.3632,29.1084,5.9436,34.2257,4.653,29.0259,5.4912,28.8121,5.74
251,79.681,29.1084,6.2484,23.3366,7.62,28.7181,7.0435,29.0772,5.8895
252,80.0292,28.4988,6.2484,19.7923,8.3016,27.3731,7.8459,28.5021,6.0979
253,80.3084,28.194,6.2484,24.1789,7.1509,28.1775,6.6353,28.5233,6.0107
254,80.6303,27.8892,6.5532,20.879,7.9935,27.6472,7.5337,28.3018,6.2162
255,81.0081,27.2796,7.1628,-4.2051,9.2077,27.0001,6.0078,27.4086,6.552
256,81.3725,27.2796,7.4676,19.3032,7.9448,27.4248,7.782,27.5509,6.848
257,81.6893,27.2796,7.7724,12.7753,7.9027,28.1753,8.3388,28.0144,7.2719
258,81.9706,27.2796,8.0772,12.1668,8.2171,28.0345,9.4055,28.264,7.5117
259,82.4808,27.8892,8.6868,-5.3883,4.3483,28.0427,10.8836,28.2951,8.123
260,82.8544,28.194,8.9916,17.7662,6.76,27.956,6.7631,28.0576,8.1511
261,83.2176,28.8036,8.9916,29.3048,8.8409,28.5906,8.7673,28.373,8.4537
262,83.5357,29.1084,8.9916,-10.9986,2.8162,28.9369,11.418,28.7383,8.7269
263,83.8699,29.4132,8.9916,-6.1523,6.0463,30.6014,9.7979,29.6911,8.5587
264,84.1502,29.1084,8.9916,43.0557,15.4039,30.2671,11.8418,29.8267,9.3802
