Sample_idx,timestamp_ms,adjusted_game_time,player_id,realX,realY,linEstX,linEstY,hypEstX,hypEstY,filtEstX,filtEstY,linErr,hypErr,filtErr,linRMSE,hypRMSE,filtRMSE
0,0.0,2880.0,201939,23.1208,7.5932,0.0,7.62,23.1575,7.62,23.1765,7.5851,23.1208,0.0455,0.0563,5.4359,0.138,0.2533
1,0.119,2880.0,201939,23.0765,7.5943,18.169,7.62,23.0714,7.558,23.1164,7.5307,4.9076,0.0366,0.0751,5.4359,0.138,0.2533
2,0.24,2880.0,201939,23.0287,7.5971,0.0,7.62,22.963,7.62,23.0257,7.5634,23.0287,0.0695,0.0338,5.4359,0.138,0.2533
3,0.36,2880.0,201939,22.9802,7.5983,0.0,7.62,22.963,7.62,22.9898,7.586,22.9802,0.0277,0.0156,5.4359,0.138,0.2533
4,0.479,2880.0,201939,22.9259,7.6022,0.0,7.62,22.963,7.62,22.975,7.6001,22.9259,0.0412,0.0491,5.4359,0.138,0.2533
5,0.6,2880.0,201939,22.8665,7.614,0.0,7.62,22.7701,7.62,22.848,7.598,22.8665,0.0966,0.0245,5.4359,0.138,0.2533
6,0.72,2880.0,201939,22.8049,7.6317,0.0,7.62,22.7701,7.62,22.8005,7.6037,22.8049,0.0367,0.0283,5.4359,0.138,0.2533
7,0.839,2880.0,201939,22.7305,7.6414,0.0,7.62,22.7701,7.62,22.7824,7.6095,22.7305,0.045,0.0609,5.4359,0.138,0.2533
8,0.96,2880.0,201939,22.639,7.6392,0.0,7.62,22.7701,7.62,22.7753,7.6136,22.639,0.1325,0.1387,5.4359,0.138,0.2533
9,1.08,2880.0,201939,22.5371,7.6282,0.0,7.62,22.3885,7.62,22.5321,7.595,22.5371,0.1489,0.0336,5.4359,0.138,0.2533
10,1.199,2880.0,201939,22.4244,7.6118,0.0,7.62,22.3885,7.62,22.4429,7.5982,22.4244,0.0369,0.023,5.4359,0.138,0.2533
11,1.32,2880.0,201939,22.299,7.594,0.0,7.62,22.3885,7.62,22.4098,7.605,22.299,0.0932,0.1114,5.4359,0.138,0.2533
12,1.44,2880.0,201939,22.1726,7.5857,0.0,7.62,22.1996,7.62,22.2778,7.5998,22.1726,0.0437,0.1062,5.4359,0.138,0.2533
13,1.559,2880.0,201939,22.0495,7.5903,0.0,7.62,22.0119,7.62,22.1103,7.5936,22.0495,0.0479,0.0609,5.4359,0.138,0.2533
14,1.68,2880.0,201939,21.9292,7.606,0.0,7.62,21.8254,7.62,21.9306,7.5889,21.9292,0.1047,0.0172,5.4359,0.138,0.2533
15,1.8,2880.0,201939,21.8105,7.6258,0.0,7.62,21.8254,7.62,21.8655,7.5966,21.8105,0.016,0.0622,5.4359,0.138,0.2533
