Sample_idx,timestamp_ms,adjusted_game_time,player_id,realX,realY,linEstX,linEstY,hypEstX,hypEstY,filtEstX,filtEstY,linErr,hypErr,filtErr,linRMSE,hypRMSE,filtRMSE
29,3.479,2879.59,201939,20.4552,8.2096,20.0174,8.4384,20.4301,8.3826,20.5308,8.3047,0.494,0.1748,0.1215,1.1516,0.6699,0.4162
30,3.6,2879.47,201939,20.3695,8.2879,20.1336,9.3423,19.9653,9.059,20.2071,8.5982,1.0805,0.8706,0.3502,1.1516,0.6699,0.4162
31,3.719,2879.35,201939,20.2748,8.3491,20.2449,8.463,20.3655,8.5714,20.3032,8.645,0.1177,0.2401,0.2973,1.1516,0.6699,0.4162
32,3.839,2879.23,201939,20.172,8.3909,19.5332,7.2205,19.8504,7.8978,19.9581,8.4361,1.3334,0.5887,0.2187,1.1516,0.6699,0.4162
33,3.96,2879.11,201939,20.0726,8.425,19.6646,9.25,19.9882,8.672,20.0586,8.3536,0.9204,0.261,0.0727,1.1516,0.6699,0.4162
34,4.079,2878.99,201939,19.9721,8.4509,19.856,9.2382,20.3099,9.1114,20.2771,8.8138,0.7958,0.7418,0.4741,1.1516,0.6699,0.4162
35,4.2,2878.87,201939,19.8637,8.4958,20.4948,9.3943,20.1632,8.8279,20.2197,8.6503,1.0979,0.4472,0.3881,1.1516,0.6699,0.4162
36,4.32,2878.75,201939,19.7719,8.5414,19.4193,7.62,19.3761,8.2453,19.6225,8.5856,0.9866,0.4943,0.1558,1.1516,0.6699,0.4162
37,4.439,2878.63,201939,19.6902,8.5818,20.0847,8.4635,20.1208,8.406,19.9407,8.5028,0.4119,0.4651,0.2627,1.1516,0.6699,0.4162
38,4.559,2878.51,201939,19.6095,8.6026,19.7266,7.62,19.4225,7.9675,19.5512,8.275,0.9896,0.6621,0.3327,1.1516,0.6699,0.4162
39,4.679,2878.39,201939,19.4786,8.5411,19.5609,8.4547,19.4303,8.5674,19.4763,8.4746,0.1193,0.055,0.0665,1.1516,0.6699,0.4162
40,4.8,2878.26,201939,19.4,8.4446,19.6262,9.2965,19.5653,8.8463,19.5737,8.5321,0.8814,0.4344,0.1944,1.1516,0.6699,0.4162
41,4.92,2878.14,201939,19.3514,8.3308,18.7876,8.0272,18.5751,8.2874,18.8805,8.3941,0.6403,0.7775,0.4751,1.1516,0.6699,0.4162
42,5.041,2878.02,201939,19.3409,8.2033,19.3523,7.62,19.5922,7.9755,19.3379,8.2983,0.5834,0.3392,0.0951,1.1516,0.6699,0.4162
43,5.16,2877.9,201939,19.3854,8.1218,19.5318,7.62,19.4432,8.0466,19.3687,8.3154,0.5227,0.0949,0.1944,1.1516,0.6699,0.4162
44,5.28,2877.78,201939,19.4557,8.0727,19.513,7.2085,19.447,7.6457,19.3574,8.0875,0.8661,0.4271,0.0994,1.1516,0.6699,0.4162
45,5.401,2877.66,201939,19.5993,7.8961,19.6418,7.1942,19.318,7.2988,19.2682,7.6604,0.7032,0.6603,0.4065,1.1516,0.6699,0.4162
46,5.52,2877.54,201939,19.8179,7.6985,19.7008,9.2745,19.9004,8.6034,19.775,8.0154,1.5804,0.9086,0.3198,1.1516,0.6699,0.4162
47,5.64,2877.42,201939,20.0921,7.5381,20.1265,8.0378,20.3299,7.9133,20.1446,7.9658,0.5009,0.4442,0.4309,1.1516,0.6699,0.4162
48,5.761,2877.3,201939,20.3982,7.3835,20.4824,7.62,20.4587,7.5717,20.3367,7.7363,0.251,0.1977,0.3581,1.1516,0.6699,0.4162
49,5.88,2877.18,201939,20.8091,7.3298,20.6365,8.0472,20.896,7.7812,20.7305,7.7002,0.7379,0.4597,0.3787,1.1516,0.6699,0.4162
50,6.0,2877.06,201939,21.1949,7.4472,21.8038,9.0162,21.5319,8.218,21.3356,7.7865,1.683,0.8413,0.3673,1.1516,0.6699,0.4162
51,6.12,2876.94,201939,21.5491,7.6544,21.1415,6.7358,21.0407,7.244,21.0921,7.6432,1.005,0.6533,0.4571,1.1516,0.6699,0.4162
52,6.24,2876.82,201939,21.7188,7.6335,21.3208,7.62,21.5573,7.5959,21.4007,7.6444,0.3982,0.1658,0.3183,1.1516,0.6699,0.4162
53,6.36,2876.7,201939,21.8222,7.3519,21.1709,4.6348,21.6146,5.9726,21.3918,7.2732,2.7941,1.3948,0.4376,1.1516,0.6699,0.4162
54,6.48,2876.57,201939,21.8708,6.8681,21.7851,6.2587,21.6548,6.8928,21.5098,7.2946,0.6154,0.2174,0.5588,1.1516,0.6699,0.4162
55,6.6,2876.45,201939,21.7276,6.2596,21.7667,7.1686,21.9817,6.8559,21.819,6.985,0.9098,0.6482,0.7312,1.1516,0.6699,0.4162
56,6.72,2876.33,201939,21.4611,5.4979,21.4047,5.8358,21.6644,5.5576,21.6869,6.1194,0.3426,0.2118,0.6612,1.1516,0.6699,0.4162
57,6.84,2876.21,201939,21.3584,5.0218,21.8593,3.9719,21.6677,4.4275,21.467,5.3944,1.1633,0.67,0.3881,1.1516,0.6699,0.4162
58,6.96,2876.09,201939,21.284,4.9342,20.959,4.5511,21.1189,4.4912,21.1951,4.8771,0.5024,0.4728,0.1057,1.1516,0.6699,0.4162
59,7.08,2875.97,201939,21.22,5.0409,21.3,4.9276,21.2095,4.9788,21.1864,4.946,0.1387,0.063,0.1007,1.1516,0.6699,0.4162
60,7.2,2875.85,201939,21.1865,5.1132,21.6493,4.0122,21.5441,4.4271,21.3185,4.8404,1.1943,0.7737,0.3031,1.1516,0.6699,0.4162
61,7.32,2875.73,201939,21.2134,5.1756,20.744,5.3791,20.4948,5.1797,20.8007,4.8985,0.5117,0.7186,0.4971,1.1516,0.6699,0.4162
62,7.44,2875.61,201939,21.1951,5.1536,21.2425,4.0627,21.0428,4.5816,20.8718,4.927,1.0919,0.5919,0.3948,1.1516,0.6699,0.4162
63,7.56,2875.49,201939,21.1009,4.9525,20.5399,5.4959,21.0413,5.1034,21.0832,4.8853,0.781,0.1622,0.0695,1.1516,0.6699,0.4162
64,7.68,2875.37,201939,21.0559,4.5773,20.8182,2.7905,20.3577,3.6649,20.4055,4.5151,1.8025,1.1489,0.6533,1.1516,0.6699,0.4162
65,7.8,2875.25,201939,21.1008,4.3296,20.9267,4.1403,21.0475,4.375,20.8246,4.5802,0.2572,0.07,0.373,1.1516,0.6699,0.4162
66,7.92,2875.13,201939,21.1913,4.2078,20.9285,4.5169,21.0502,4.2669,20.9911,4.3402,0.4057,0.153,0.24,1.1516,0.6699,0.4162
67,8.04,2875.01,201939,21.191,4.0754,20.471,4.2441,20.8573,4.292,20.9627,4.3388,0.7395,0.3978,0.3486,1.1516,0.6699,0.4162
68,8.16,2874.88,201939,21.145,3.9413,19.8809,5.9564,20.8178,4.8665,21.1467,4.2483,2.3788,0.9813,0.307,1.1516,0.6699,0.4162
69,8.28,2874.76,201939,21.0065,3.9652,20.4534,4.2504,20.906,4.1587,21.0468,4.1538,0.6223,0.2181,0.1929,1.1516,0.6699,0.4162
70,8.4,2874.64,201939,20.8303,4.0054,20.9939,1.5978,20.6925,2.6292,20.5037,3.7823,2.4131,1.3831,0.3955,1.1516,0.6699,0.4162
71,8.52,2874.52,201939,20.5995,4.1206,20.7446,3.239,20.5272,3.6954,20.4541,3.9055,0.8934,0.4313,0.2596,1.1516,0.6699,0.4162
72,8.64,2874.4,201939,20.4119,4.3081,19.7499,5.5528,20.4784,4.7532,20.7058,4.0992,1.4098,0.45,0.3606,1.1516,0.6699,0.4162
73,8.76,2874.28,201939,20.284,4.5837,20.1999,5.485,20.2449,5.2943,20.4869,4.6162,0.9052,0.7117,0.2055,1.1516,0.6699,0.4162
74,8.88,2874.16,201939,20.1763,4.9241,20.152,6.331,20.2609,5.8025,20.467,5.0641,1.4071,0.8825,0.3226,1.1516,0.6699,0.4162
75,9.0,2874.04,201939,20.1119,5.3274,19.6289,5.5592,19.7211,5.6308,20.0213,5.3713,0.5357,0.4947,0.1007,1.1516,0.6699,0.4162
76,9.12,2873.92,201939,20.0493,5.7101,19.9588,4.6705,19.7564,5.1529,19.7747,5.4097,1.0436,0.6295,0.407,1.1516,0.6699,0.4162
77,9.24,2873.8,201939,20.1054,6.1449,19.7615,6.3992,19.9702,6.6679,19.9874,6.2306,0.4277,0.5402,0.1459,1.1516,0.6699,0.4162
78,9.36,2873.68,201939,20.2146,6.5408,20.1663,5.9192,20.0376,6.2271,19.9891,6.3363,0.6235,0.3602,0.3045,1.1516,0.6699,0.4162
79,9.48,2873.56,201939,20.2787,6.921,19.8428,5.574,19.9656,6.1797,19.9153,6.4152,1.4158,0.8047,0.6228,1.1516,0.6699,0.4162
80,9.6,2873.44,201939,20.3367,7.3532,19.7412,6.8093,20.0083,6.9788,20.0195,6.7791,0.8065,0.498,0.6559,1.1516,0.6699,0.4162
81,9.72,2873.32,201939,20.4558,7.7928,20.4509,8.4712,20.5937,8.374,20.4892,7.6604,0.6785,0.5974,0.1366,1.1516,0.6699,0.4162
82,9.84,2873.2,201939,20.5539,8.164,20.4627,9.7374,20.8505,8.9259,20.8371,8.1088,1.5761,0.8176,0.2885,1.1516,0.6699,0.4162
83,9.96,2873.07,201939,20.6799,8.4868,21.0489,8.9721,20.7045,8.8544,20.7943,8.4698,0.6096,0.3684,0.1157,1.1516,0.6699,0.4162
84,10.08,2872.95,201939,20.9177,8.8417,21.5096,8.5305,21.2853,8.3462,21.1075,8.377,0.6688,0.6169,0.502,1.1516,0.6699,0.4162
85,10.2,2872.83,201939,21.1715,9.1635,21.0511,9.3775,21.21,9.3781,21.2764,8.8991,0.2456,0.2181,0.2845,1.1516,0.6699,0.4162
86,10.32,2872.71,201939,21.4761,9.4098,20.817,9.3465,21.137,9.6391,21.2839,9.3626,0.6621,0.4093,0.1979,1.1516,0.6699,0.4162
87,10.44,2872.59,201939,21.7777,9.6363,21.6638,10.3569,21.5657,9.9631,21.4959,9.5664,0.7295,0.3895,0.2903,1.1516,0.6699,0.4162
88,10.56,2872.47,201939,22.0786,9.8964,21.8574,9.4453,21.9125,9.7149,21.7852,9.7539,0.5024,0.2461,0.3262,1.1516,0.6699,0.4162
89,10.68,2872.35,201939,22.3619,10.0983,22.2308,9.4699,22.3508,9.8325,22.1665,9.9466,0.642,0.2661,0.2474,1.1516,0.6699,0.4162
90,10.8,2872.23,201939,22.6816,10.2454,23.3129,12.0284,23.1114,11.0023,22.8293,10.242,1.8915,0.8704,0.1478,1.1516,0.6699,0.4162
91,10.92,2872.11,201939,22.9782,10.4468,24.3905,10.7925,23.1153,10.4586,23.0814,10.3236,1.454,0.1376,0.1607,1.1516,0.6699,0.4162
92,11.04,2871.99,201939,23.2729,10.6704,24.4162,11.8616,23.1829,11.3642,23.1702,10.7246,1.6511,0.6996,0.1161,1.1516,0.6699,0.4162
93,11.16,2871.87,201939,23.5291,10.8847,22.7042,9.9562,23.1736,10.5315,23.1847,10.8209,1.242,0.5011,0.3502,1.1516,0.6699,0.4162
94,11.279,2871.75,201939,23.7514,11.0585,24.691,11.4215,23.0452,10.8845,23.2229,10.7952,1.0073,0.7273,0.5904,1.1516,0.6699,0.4162
95,11.4,2871.63,201939,23.9147,11.1696,24.7033,11.748,24.3487,11.1593,23.8124,10.8008,0.978,0.4341,0.3827,1.1516,0.6699,0.4162
96,11.52,2871.51,201939,23.9816,11.2347,22.9966,10.8435,24.3803,11.4817,24.2619,11.4449,1.0598,0.469,0.3504,1.1516,0.6699,0.4162
97,11.64,2871.38,201939,23.9659,11.2668,22.7524,9.4669,23.8804,10.39,24.2026,11.3204,2.1708,0.8809,0.2427,1.1516,0.6699,0.4162
98,11.76,2871.26,201939,23.9781,11.3031,22.4024,9.4559,23.276,10.3161,23.8856,11.2197,2.4279,1.2113,0.1245,1.1516,0.6699,0.4162
99,11.88,2871.14,201939,23.9729,11.322,23.5892,10.5589,23.8577,10.966,23.9715,11.2764,0.8541,0.3742,0.0457,1.1516,0.6699,0.4162
100,12.0,2871.02,201939,23.9649,11.345,23.0034,9.9984,23.4423,10.6709,23.6862,11.1788,1.6546,0.853,0.3245,1.1516,0.6699,0.4162
101,12.12,2870.9,201939,23.9618,11.3493,24.6733,13.3,24.3959,12.1735,24.0732,11.3474,2.0764,0.9316,0.1114,1.1516,0.6699,0.4162
102,12.24,2870.78,201939,23.9702,11.3379,23.5029,11.455,24.2298,11.7761,24.119,11.6274,0.4817,0.5093,0.3255,1.1516,0.6699,0.4162
103,12.36,2870.66,201939,23.9287,11.305,23.7333,10.0934,23.9218,10.6269,24.1086,11.3526,1.2272,0.6782,0.1861,1.1516,0.6699,0.4162
104,12.48,2870.54,201939,23.8873,11.272,24.1966,12.1036,24.5461,11.8803,24.3481,11.543,0.8873,0.8967,0.5346,1.1516,0.6699,0.4162
105,12.6,2870.42,201939,23.8458,11.2391,22.8672,10.0475,22.8339,10.6861,23.6229,11.3516,1.5419,1.1532,0.2496,1.1516,0.6699,0.4162
106,12.72,2870.3,201939,23.8043,11.2061,23.2223,10.9904,23.5096,11.1737,23.6282,11.3566,0.6206,0.2965,0.2316,1.1516,0.6699,0.4162
107,12.839,2870.18,201939,23.767,11.0952,23.4671,11.9352,23.9937,11.7304,23.7216,11.4174,0.892,0.6745,0.3253,1.1516,0.6699,0.4162
108,12.96,2870.06,201939,23.7487,10.9583,23.2359,10.5334,23.2331,10.7168,23.427,11.1123,0.666,0.5694,0.3567,1.1516,0.6699,0.4162
109,13.08,2869.94,201939,23.7499,10.7913,24.0942,9.6971,23.189,9.9392,23.4708,10.7021,1.1471,1.0201,0.293,1.1516,0.6699,0.4162
110,13.199,2869.82,201939,23.7965,10.6259,23.6793,12.4391,24.2917,11.8716,23.8288,11.0338,1.817,1.3405,0.4092,1.1516,0.6699,0.4162
111,13.32,2869.7,201939,23.872,10.4378,23.7834,12.1287,23.4185,11.4864,23.5249,11.0188,1.6932,1.1424,0.6768,1.1516,0.6699,0.4162
112,13.44,2869.57,201939,23.9733,10.3057,24.876,10.8137,23.7271,10.3481,23.643,10.5827,1.0358,0.2499,0.4311,1.1516,0.6699,0.4162
113,13.559,2869.45,201939,24.0895,10.1459,25.1532,10.278,24.2455,9.9815,23.9815,10.2162,1.0719,0.2266,0.1288,1.1516,0.6699,0.4162
114,13.68,2869.33,201939,24.2305,10.0032,24.4401,9.1724,23.7591,9.3767,23.9723,9.9544,0.8569,0.784,0.2627,1.1516,0.6699,0.4162
115,13.8,2869.21,201939,24.4122,9.8138,23.7568,8.6183,23.5726,9.1968,23.9092,9.8642,1.3633,1.0419,0.5055,1.1516,0.6699,0.4162
116,13.919,2869.09,201939,24.573,9.5878,24.5011,9.6347,24.6424,9.5274,24.3073,9.664,0.0858,0.092,0.2764,1.1516,0.6699,0.4162
117,14.04,2868.97,201939,24.741,9.4051,24.7087,11.2196,24.4781,10.2218,24.3949,9.6053,1.8147,0.858,0.3998,1.1516,0.6699,0.4162
118,14.16,2868.85,201939,24.9099,9.2486,23.9232,8.5858,24.8825,9.0999,24.6501,9.5026,1.1886,0.1512,0.3633,1.1516,0.6699,0.4162
119,14.279,2868.73,201939,25.0523,9.0937,24.3973,8.6144,24.9509,8.9818,24.8297,9.396,0.8116,0.151,0.3754,1.1516,0.6699,0.4162
120,14.4,2868.61,201939,25.1552,8.9655,25.5591,9.2256,24.7909,9.0672,24.8438,9.2415,0.4804,0.3783,0.4161,1.1516,0.6699,0.4162
121,14.52,2868.49,201939,25.3318,8.9113,23.6609,8.0919,25.3012,8.9218,25.1066,9.337,1.861,0.0323,0.4816,1.1516,0.6699,0.4162
122,14.639,2868.37,201939,25.4851,8.818,25.1104,8.1348,25.3361,8.5677,25.235,9.0907,0.7792,0.2914,0.37,1.1516,0.6699,0.4162
123,14.76,2868.25,201939,25.7084,8.7809,23.7981,6.198,25.5975,7.139,25.3857,8.5481,3.2125,1.6457,0.3979,1.1516,0.6699,0.4162
124,14.88,2868.13,201939,25.9645,8.7845,25.5028,9.6911,26.1835,9.3136,25.8486,8.8634,1.0173,0.5726,0.1402,1.1516,0.6699,0.4162
125,14.999,2868.01,201939,26.199,8.8369,22.5409,6.2609,24.8327,7.4632,25.5523,8.8062,4.4741,1.9374,0.6475,1.1516,0.6699,0.4162
126,15.12,2867.88,201939,26.3497,8.8364,26.4177,8.7053,26.42,8.2351,26.0463,8.4607,0.1477,0.6054,0.4829,1.1516,0.6699,0.4162
127,15.24,2867.76,201939,26.4995,8.8473,25.9568,10.2962,25.8623,9.5114,26.0003,8.791,1.5471,0.9204,0.5024,1.1516,0.6699,0.4162
128,15.359,2867.64,201939,26.5924,8.8614,25.5503,11.2534,27.1179,9.8967,26.6996,8.8725,2.6091,1.161,0.1078,1.1516,0.6699,0.4162
129,15.479,2867.52,201939,26.6299,8.8404,24.908,8.6249,25.9695,8.94,26.3354,9.0619,1.7354,0.6679,0.3685,1.1516,0.6699,0.4162
130,15.6,2867.4,201939,26.666,8.8212,28.5548,9.4139,26.7615,8.7335,26.612,8.6285,1.9796,0.1296,0.2001,1.1516,0.6699,0.4162
131,15.719,2867.28,201939,26.7074,8.8494,26.5455,7.62,26.3712,8.0342,26.5929,8.6597,1.24,0.8818,0.2216,1.1516,0.6699,0.4162
132,15.839,2867.16,201939,26.717,8.8746,26.1606,8.6962,26.1866,8.9724,26.4268,8.7632,0.5843,0.5393,0.3108,1.1516,0.6699,0.4162
133,15.96,2867.04,201939,26.6617,8.8877,25.5783,9.1646,26.7182,9.1588,26.5666,8.9418,1.1183,0.2769,0.1094,1.1516,0.6699,0.4162
134,16.079,2866.92,201939,26.5924,8.9289,28.0652,8.2181,25.6199,8.2865,26.1558,8.6442,1.6353,1.1656,0.5212,1.1516,0.6699,0.4162
135,16.199,2866.8,201939,26.4783,8.9627,27.0081,8.7412,26.1542,8.6576,26.1909,8.6625,0.5743,0.4452,0.4156,1.1516,0.6699,0.4162
136,16.32,2866.68,201939,26.3113,8.9898,28.264,11.7593,26.7903,10.4621,26.5309,9.1393,3.3887,1.5483,0.2656,1.1516,0.6699,0.4162
137,16.439,2866.56,201939,26.1248,9.0384,25.4716,9.6709,26.6082,9.4706,26.523,9.1247,0.9092,0.6485,0.4075,1.1516,0.6699,0.4162
138,16.559,2866.44,201939,25.9176,9.08,24.9025,6.5863,24.9244,7.4684,25.7386,8.6487,2.6924,1.893,0.467,1.1516,0.6699,0.4162
139,16.68,2866.32,201939,25.6757,9.0939,25.8459,9.7337,26.0987,9.4304,25.9781,9.0158,0.662,0.5406,0.3123,1.1516,0.6699,0.4162
140,16.799,2866.2,201939,25.3924,9.0668,24.2449,10.0418,25.6767,9.8367,25.8008,9.2918,1.5058,0.8207,0.4663,1.1516,0.6699,0.4162
141,16.919,2866.08,201939,25.1004,9.0392,24.3552,8.598,25.5415,8.7921,25.6231,9.0967,0.866,0.5056,0.5259,1.1516,0.6699,0.4162
142,17.04,2865.95,201939,24.7982,8.9554,23.9516,9.0931,24.2302,8.9493,24.7696,8.893,0.8577,0.568,0.0686,1.1516,0.6699,0.4162
143,17.159,2865.83,201939,24.4436,8.8129,23.4111,9.9563,24.8426,9.4313,24.8401,8.9502,1.5406,0.736,0.4196,1.1516,0.6699,0.4162
144,17.279,2865.71,201939,24.102,8.635,24.2125,9.1562,23.473,8.7727,24.0182,8.6534,0.5328,0.6439,0.0858,1.1516,0.6699,0.4162
145,17.4,2865.59,201939,23.7506,8.4256,25.436,9.271,23.7144,8.5141,23.9134,8.3412,1.8856,0.0956,0.1834,1.1516,0.6699,0.4162
146,17.519,2865.47,201939,23.3986,8.1651,23.2583,9.0501,23.7095,8.4905,23.8189,8.1936,0.896,0.4501,0.4213,1.1516,0.6699,0.4162
147,17.639,2865.35,201939,23.0367,7.9277,23.0476,7.1512,23.5192,7.4391,23.5781,7.8469,0.7765,0.6867,0.5474,1.1516,0.6699,0.4162
148,17.76,2865.23,201939,22.7115,7.7209,22.1538,7.62,22.695,7.7429,23.0053,7.7884,0.5668,0.0275,0.3015,1.1516,0.6699,0.4162
149,17.879,2865.11,201939,22.3423,7.5038,22.4816,7.62,21.9646,7.3947,22.3629,7.4287,0.1814,0.3932,0.0779,1.1516,0.6699,0.4162
150,17.999,2864.99,201939,21.9682,7.3076,21.4318,8.5143,21.5426,8.0737,21.8984,7.6012,1.3206,0.8764,0.3018,1.1516,0.6699,0.4162
151,18.12,2864.87,201939,21.5932,7.1407,22.1834,5.2281,21.2894,6.0395,21.3832,6.987,2.0016,1.1423,0.2602,1.1516,0.6699,0.4162
152,18.239,2864.75,201939,21.1923,6.9337,21.4344,5.4059,21.4271,6.0614,21.299,6.7198,1.5469,0.9033,0.239,1.1516,0.6699,0.4162
153,18.359,2864.63,201939,20.7589,6.7141,20.3411,5.9321,20.394,6.3103,20.6517,6.5759,0.8866,0.5442,0.1749,1.1516,0.6699,0.4162
154,18.48,2864.51,201939,20.311,6.4973,20.0638,7.2056,20.2699,7.3594,20.4455,7.0268,0.7502,0.8631,0.5464,1.1516,0.6699,0.4162
155,18.599,2864.39,201939,19.8569,6.296,19.5491,7.2123,19.9157,6.7255,20.1392,6.6877,0.9666,0.4335,0.4829,1.1516,0.6699,0.4162
156,18.719,2864.26,201939,19.3729,6.0727,19.0195,8.0138,19.7086,7.0645,19.9955,6.5943,1.973,1.0471,0.8122,1.1516,0.6699,0.4162
157,18.84,2864.14,201939,18.8926,5.9072,18.7533,7.2225,19.0505,6.6006,19.4316,6.3527,1.3226,0.7112,0.6993,1.1516,0.6699,0.4162
158,18.959,2864.02,201939,18.4229,5.755,18.7554,4.1444,18.6606,4.8375,18.7375,5.7475,1.6446,0.9478,0.3147,1.1516,0.6699,0.4162
159,19.079,2863.9,201939,17.9653,5.6336,17.8493,6.8806,18.2573,6.5089,18.5504,6.0375,1.2524,0.9227,0.711,1.1516,0.6699,0.4162
160,19.2,2863.78,201939,17.515,5.4761,17.7731,6.8264,17.7232,6.2919,18.0443,5.9129,1.3748,0.842,0.6863,1.1516,0.6699,0.4162
161,19.319,2863.66,201939,17.0631,5.3347,17.3543,5.4061,17.4177,5.3915,17.6277,5.5181,0.2998,0.3591,0.5937,1.1516,0.6699,0.4162
162,19.439,2863.54,201939,16.6119,5.1795,16.9674,4.7326,16.6987,5.1488,16.9023,5.3176,0.5711,0.0921,0.3215,1.1516,0.6699,0.4162
163,19.56,2863.42,201939,16.1638,5.0409,15.7676,5.5631,15.9939,5.2738,16.3068,5.1471,0.6555,0.2883,0.1781,1.1516,0.6699,0.4162
164,19.679,2863.3,201939,15.7522,4.9174,15.3868,5.3205,15.6469,5.0349,15.8908,4.9838,0.5441,0.1577,0.1537,1.1516,0.6699,0.4162
165,19.799,2863.18,201939,15.3524,4.8358,15.3077,4.2689,15.2361,4.4906,15.353,4.8625,0.5687,0.3642,0.0267,1.1516,0.6699,0.4162
